ID,Application creation month,NUMBER CREDITS IN KBI 3,NUMBER CREDITS IN KBI 6,ADMINISTRATIVE VIOLATION,CRIMINAL VIOLATION,NUMBER CREDITS IN KBI,NUMBER REQUESTS IN KBI,NUMBER REQUESTS IN KBI ALL,CLOSED CREDITS IN KBI,CLOSED CREDITS IN KBI YEAR,OVERDUES IN KBI,DURATION LAST OVERDUE,COUNTGUARANTEE,COUNTCLOSEGUARANTEE,COUNTOPENGUARANTEE,DURATIONGREATESTDELAYLASTYEAR,DURATIONGREATESTDELAYLASTALL,LATECOUNTSUMM 1 7,LATECOUNTSUMM 8 30,LATECOUNTSUMM 31 90,LATECOUNTSUMM 91 180,LATECOUNTSUMM 181,LATECOUNTPRC 1 7,LATECOUNTPRC 8 30,LATECOUNTPRC 31 90,LATECOUNTPRC 91 180,LATECOUNTPRC 181,LATECOUNTPAY 1 7,LATECOUNTPAY 8 30,LATECOUNTPAY 31 90,LATECOUNTPAY 91 180,LATECOUNTPAY 181,SEX,BIRTH CNTR,MARITAL STATUS,CHILDREN,MINORS,HOMEPHONE,WORKPHONE,MOBILE 1,REG TOWNTYPE,HOME TOWNTYPE,EMPLOYMENT,EDUCATION,PROFESSION,REAL ESTATE,VEHICLE,PERSONNEL PHONE,ACCOUNTING PHONE,Age,Length work,Matching address of registration and residence,Loans total,Credit load,Marker
"1,073",autumn,0,1,1,0,3,0,8,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,28,3.1,no,5,0.27,good
"1,074",autumn,2,2,0,0,3,5,19,8,0,0,1,4,1,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,30,7.5,yes,11,0.57,good
"1,075",winter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,KZ,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,d,no,no,no,no,51,1.3,yes,0,0.04,good
"1,076",winter,0,0,0,0,3,1,19,6,1,2,16,3,1,2,16,32,10,3,1,0,0,10,3,1,0,0,0,0,0,0,0,Male,RU,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,c,no,yes,no,no,51,3.8,yes,9,0.25,good
"1,077",autumn,0,0,1,0,1,0,10,8,2,7,1,0,1,0,3,27,15,1,0,0,0,8,2,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,n,no,no,no,yes,41,6.0,yes,9,0.31,good
"1,078",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Widow,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,d,yes,no,no,yes,47,1.8,yes,0,0.04,good
"1,079",winter,0,0,7,0,2,1,7,3,0,12,8,1,0,1,8,15,21,4,0,0,0,22,1,1,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,d,no,no,yes,no,28,0.3,yes,5,0.51,bad
"1,080",winter,0,2,0,0,3,1,24,9,3,0,8,2,0,2,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,no,44,10.3,yes,12,0.21,good
"1,081",summer,0,0,0,0,0,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,p,no,no,no,no,43,2.7,no,4,0.04,good
"1,082",spring,0,0,2,0,2,1,15,11,0,2,1,0,0,0,1,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Male,RU,Separation,2,2,no,yes,yes,City,City,Recruitment,Higher education,j,no,yes,yes,yes,31,0.8,yes,13,0.15,good
"1,083",summer,0,0,0,0,1,2,21,6,1,0,5,1,0,1,0,14,5,1,0,0,0,5,1,0,0,0,2,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,j,yes,yes,yes,yes,42,1.1,yes,7,0.07,good
"1,084",winter,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Owner of the enterprise,Higher education,k,no,no,no,no,38,0.8,no,0,0.02,good
"1,085",autumn,0,0,0,0,1,0,7,5,1,2,9,0,0,0,9,13,2,3,0,0,0,5,5,0,0,0,2,1,0,0,0,Feminine,BY,Separation,3,3,yes,yes,yes,City,City,Recruitment,Secondary special education,j,yes,no,no,no,31,5.0,yes,6,0.22,good
"1,086",summer,0,0,0,0,1,2,11,6,1,0,12,6,3,3,0,12,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,Village1,Recruitment,Secondary special education,i,yes,yes,no,yes,37,13.3,no,7,0.22,good
"1,087",winter,0,0,3,2,2,1,8,4,0,1,6,0,0,0,6,24,6,8,0,0,0,7,8,0,0,0,4,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Owner of the enterprise,Secondary special education,k,no,no,no,no,38,2.9,yes,6,0.15,bad
"1,088",autumn,0,2,0,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary education,j,yes,no,no,no,58,32.0,yes,4,0.44,good
"1,089",spring,0,2,6,0,6,0,14,3,1,2,25,3,1,2,25,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Owner of the enterprise,Secondary education,k,no,yes,yes,no,54,6.9,yes,9,0.40,bad
"1,090",autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,1,yes,yes,yes,City,City,Recruitment,Higher education,e,yes,no,no,no,39,19.6,no,0,0.05,good
"1,091",autumn,0,1,0,0,1,0,7,4,3,1,283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,yes,no,no,36,17.2,yes,5,0.13,good
"1,092",autumn,0,0,0,0,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Widow,2,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,64,19.0,yes,6,0.12,good
"1,093",winter,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,30,2.3,yes,2,0.04,good
"1,094",summer,1,1,0,0,1,4,15,11,8,5,23,0,0,0,38,38,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,1,yes,yes,yes,Village1,Village1,Recruitment,Secondary education,h,yes,yes,yes,no,45,3.0,yes,12,0.08,good
"1,095",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,l,yes,no,yes,yes,39,0.3,yes,0,0.45,good
"1,096",autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,KZ,Single,1,1,no,no,yes,City,City,Recruitment,Secondary education,a,no,yes,yes,yes,31,0.4,yes,0,0.04,good
"1,097",autumn,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,UA,Married,4,4,yes,yes,yes,City,City,Recruitment,Secondary technical education,d,no,yes,no,no,26,1.5,yes,2,0.05,good
"1,098",summer,0,0,1,0,2,1,10,7,3,3,4,1,0,1,8,22,9,2,0,0,0,13,2,0,0,0,10,4,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,yes,no,no,30,3.8,yes,9,0.24,good
"1,099",autumn,0,0,2,0,1,0,5,3,0,3,4,4,0,4,13,33,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,49,8.0,yes,4,0.08,good
"1,100",winter,1,1,1,5,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,no,no,yes,yes,31,0.3,yes,1,0.05,good
"1,101",winter,0,0,4,0,0,0,0,1,1,2,17,0,0,0,17,21,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,Male,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Secondary education,h,no,no,no,no,28,1.5,yes,1,0.04,good
"1,102",winter,0,1,1,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,3,3,yes,yes,yes,City,City,Recruitment,Higher education,a,no,no,no,no,36,4.8,yes,2,0.05,good
"1,103",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,UA,Single,0,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,a,yes,no,no,no,22,0.4,yes,0,0.04,good
"1,104",autumn,0,1,4,0,3,0,14,5,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,no,28,8.8,yes,8,0.34,bad
"1,105",summer,0,1,1,0,4,0,4,4,2,0,13,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Male,RU,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,28,1.7,yes,8,0.25,good
"1,106",autumn,0,0,1,2,5,1,11,2,0,0,6,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,yes,yes,39,9.7,yes,7,0.20,good
"1,107",autumn,0,0,2,0,2,0,8,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,39,4.8,yes,7,0.31,good
"1,108",autumn,1,2,1,0,1,0,11,7,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary education,i,yes,yes,no,no,52,8.0,yes,8,0.26,good
"1,109",autumn,0,0,0,0,0,2,2,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,37,2.0,yes,1,0.06,good
"1,110",winter,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,n,yes,yes,no,no,31,2.5,yes,2,0.46,good
"1,111",autumn,0,0,2,0,2,0,5,3,0,4,27,3,3,0,27,59,8,2,0,0,0,8,2,1,0,0,0,0,0,0,0,Male,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,43,13.7,yes,5,0.14,good
"1,112",winter,0,1,0,0,3,1,21,9,0,4,3,6,1,5,49,49,0,2,0,0,0,1,6,1,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,s,yes,yes,no,no,32,7.3,no,12,0.06,bad
"1,113",winter,0,0,0,0,0,1,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,yes,41,17.0,yes,2,0.05,good
"1,114",autumn,0,1,0,0,1,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Higher education,s,no,no,no,no,32,1.2,no,4,0.21,good
"1,115",autumn,0,0,0,0,4,1,11,5,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,54,14.3,yes,9,0.16,good
"1,116",autumn,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,Village1,Recruitment,Higher education,t,yes,yes,no,no,37,8.0,no,0,0.04,good
"1,117",autumn,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,44,6.0,yes,2,0.13,good
"1,118",autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,Urban type settlement,Urban type settlement,Recruitment,Secondary technical education,j,no,no,no,no,21,1.3,yes,0,0.19,good
"1,119",autumn,0,0,3,0,3,1,17,8,2,3,15,6,5,1,17,17,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,g,no,yes,yes,yes,34,3.0,yes,11,0.27,good
"1,120",winter,1,1,0,0,2,1,13,3,1,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,Village1,City,Recruitment,Higher education,d,yes,yes,no,no,24,0.5,no,5,0.10,good
"1,121",winter,1,1,4,0,2,1,4,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,i,yes,yes,no,no,39,6.0,yes,3,0.16,good
"1,122",autumn,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,38,3.0,yes,0,0.05,good
"1,123",winter,0,1,0,0,1,2,5,3,0,2,16,0,0,0,16,50,2,3,1,0,0,2,3,2,0,0,0,0,0,0,0,Feminine,BY,Widow,1,1,yes,no,yes,City,City,Recruitment,Secondary special education,j,no,no,yes,yes,25,0.8,no,4,0.13,good
"1,124",winter,0,0,0,0,1,1,3,1,0,1,280,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,yes,yes,42,3.8,yes,2,0.03,good
"1,125",summer,0,0,1,0,3,0,6,2,1,2,1,1,1,0,6,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,f,no,yes,yes,yes,34,4.0,yes,5,0.40,good
"1,126",winter,0,0,0,0,0,1,3,1,0,0,89,0,0,0,0,89,3,1,1,0,0,4,1,1,0,0,5,2,1,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,no,no,no,34,0.3,yes,1,0.05,bad
"1,127",spring,0,0,0,0,1,0,3,3,0,0,1,2,1,1,0,3,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,Male,BY,Separation,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,yes,no,yes,yes,53,32.6,yes,4,0.15,bad
"1,128",winter,0,0,4,0,1,0,5,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,RU,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,yes,no,no,41,18.3,yes,5,0.11,good
"1,129",summer,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,44,1.5,no,2,0.18,good
"1,130",autumn,0,0,0,0,0,1,2,1,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,yes,no,no,39,16.0,yes,1,0.02,good
"1,131",winter,0,0,2,0,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,44,15.2,no,4,0.18,good
"1,132",winter,1,1,0,0,2,1,5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Higher education,j,no,yes,yes,yes,56,4.3,yes,4,0.28,good
"1,133",autumn,0,0,0,0,3,0,14,3,0,0,5,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,s,yes,no,no,yes,35,10.4,no,6,0.13,good
"1,134",winter,0,0,0,0,2,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,Village1,Village1,Recruitment,Higher education,f,no,no,no,no,41,1.3,yes,3,0.14,good
"1,135",autumn,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,p,no,no,no,no,32,10.3,yes,2,0.03,good
"1,136",winter,0,1,0,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,3,3,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary education,n,no,yes,no,no,31,1.5,yes,2,0.26,good
"1,137",autumn,0,0,0,0,1,0,2,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Widow,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,f,no,no,yes,yes,53,33.3,yes,2,0.06,good
"1,138",summer,0,0,0,0,0,2,11,3,3,4,13,0,0,0,36,161,3,8,3,2,0,3,7,1,3,0,3,2,1,1,0,Feminine,BY,Single,3,3,yes,yes,yes,Village1,Village1,Recruitment,Secondary education,m,no,no,yes,yes,36,2.8,yes,3,0.05,bad
"1,139",autumn,0,1,0,0,1,0,10,6,1,0,724,0,0,0,0,724,1,2,0,0,2,0,3,0,0,1,0,3,0,0,1,Feminine,BY,Separation,2,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,43,4.3,yes,7,0.21,good
"1,140",winter,0,0,0,0,2,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,no,no,no,55,29.8,yes,6,0.04,good
"1,141",autumn,0,0,0,0,0,0,3,3,0,0,8,1,2,0,0,8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,28,9.8,yes,3,0.03,good
"1,142",summer,0,0,0,0,0,1,1,1,0,0,37,0,0,0,0,37,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,Male,BY,Married,4,0,yes,yes,yes,Village1,Village1,Recruitment,Higher education,g,yes,no,no,no,56,1.1,yes,1,0.05,good
"1,143",winter,3,17,0,0,4,1,18,22,16,6,1,16,14,2,13,18,4,3,0,0,0,5,4,0,0,0,0,1,0,0,0,Feminine,BY,Single,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,no,no,no,44,5.3,yes,26,0.26,bad
"1,144",winter,0,0,1,1,1,1,5,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary education,i,yes,no,yes,yes,44,9.4,yes,4,0.17,good
"1,145",winter,0,0,3,0,1,0,5,3,2,1,6,4,1,3,0,5,4,0,0,0,0,8,0,0,0,0,8,0,0,0,0,Male,BY,Separation,1,2,yes,yes,yes,City,City,Recruitment,Secondary education,i,yes,yes,no,no,42,6.0,yes,4,0.16,good
"1,146",winter,0,0,2,0,2,0,7,4,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,g,no,yes,no,no,47,15.8,yes,6,0.13,good
"1,147",summer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,d,no,yes,no,no,43,0.5,yes,0,0.05,good
"1,148",autumn,0,0,0,0,4,1,10,7,0,5,28,3,2,1,16,16,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary special education,l,yes,yes,yes,yes,51,33.9,yes,11,0.25,good
"1,149",summer,0,1,1,0,2,1,6,3,1,0,11,1,1,0,0,14,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,Feminine,BY,Married,3,2,yes,yes,yes,Agrotown,Agrotown,Recruitment,Secondary special education,f,yes,no,no,no,39,2.0,yes,5,0.16,bad
"1,150",summer,0,0,0,0,1,1,6,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,no,no,no,48,16.3,yes,3,0.04,good
"1,151",autumn,1,1,1,0,1,1,4,4,2,0,56,0,0,0,0,56,13,7,1,0,0,14,6,0,0,0,14,8,1,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary education,a,no,yes,no,no,25,5.0,yes,5,0.18,good
"1,152",winter,1,3,0,0,6,3,21,5,0,1,1,0,0,0,1,339,10,7,1,0,3,10,7,0,1,3,7,6,1,1,3,Male,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,no,no,no,yes,30,2.4,yes,11,0.65,bad
"1,153",winter,1,1,0,0,2,1,5,3,0,0,27,1,1,0,0,30,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,0,yes,no,yes,City,City,Pensioner,no information,b,no,no,no,no,63,43.0,yes,5,0.11,good
"1,154",summer,0,0,3,2,0,0,2,2,0,0,283,1,1,0,0,283,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,g,no,yes,yes,yes,31,0.3,yes,2,0.04,bad
"1,155",autumn,0,1,0,0,2,0,7,3,1,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,32,11.0,yes,5,0.07,good
"1,156",autumn,0,0,1,0,3,1,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary technical education,p,no,yes,yes,yes,38,15.0,no,5,0.06,good
"1,157",winter,0,0,0,2,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,RU,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,h,yes,no,no,no,35,0.3,yes,3,0.12,good
"1,158",autumn,1,2,0,0,3,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,c,no,no,yes,yes,22,3.5,yes,6,0.17,good
"1,159",summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,no,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,21,1.5,yes,0,0.06,good
"1,160",autumn,0,0,0,0,0,0,9,8,4,0,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,35,3.7,yes,8,0.04,good
"1,161",autumn,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,DE,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,j,yes,yes,yes,yes,36,2.3,yes,1,0.04,good
"1,162",autumn,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,a,no,yes,no,no,44,4.8,yes,1,0.04,good
"1,163",autumn,0,0,0,0,3,0,24,8,1,5,2,7,4,3,10,13,9,2,0,0,0,4,1,0,0,0,0,1,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,yes,37,8.0,yes,11,0.70,good
"1,164",winter,0,1,1,0,1,0,4,1,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Widow,2,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,yes,yes,yes,yes,48,22.7,yes,2,0.10,good
"1,165",winter,0,2,2,0,0,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,UA,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,yes,51,30.1,yes,4,0.05,good
"1,166",autumn,0,0,0,1,2,1,2,2,1,0,14,0,0,0,0,14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Feminine,BY,Single,2,0,yes,yes,yes,City,City,Recruitment,Higher education,j,no,no,no,no,50,0.4,no,4,0.07,bad
"1,167",winter,0,0,0,0,2,1,4,6,3,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Feminine,BY,Widow,1,0,yes,yes,yes,City,City,Recruitment,Secondary education,j,yes,no,yes,yes,38,1.9,no,8,0.43,good
"1,168",winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,d,yes,yes,no,no,37,1.3,yes,0,0.13,good
